"month","country","generation"
"03","CHN.EM",10132.7
"03","CHN.FU",6726.1
"03","CHN.GA",10581.6
"03","CHN.GD",7187.3
"03","CHN.GU",7672.8
"03","CHN.GX",6871.3
"03","CHN.HA",8046.9
"03","CHN.HB",11475.4
"03","CHN.HE",7192.3
"03","CHN.HJ",7694
"03","CHN.HK",7501.3
"03","CHN.HN",6090.1
"03","CHN.HU",7059.1
"03","CHN.JI",8963.6
"03","CHN.JS",7234.8
"03","CHN.JX",6512.1
"03","CHN.LI",9508.4
"03","CHN.MA",7489.5
"03","CHN.NI",9688.2
"03","CHN.QI",10816.2
"03","CHN.SC",8760.4
"03","CHN.SD",8406.6
"03","CHN.SH",7558.3
"03","CHN.SI",9422.4
"03","CHN.SX",9157.5
"03","CHN.TI",11688.8
"03","CHN.TJ",9035.1
"03","CHN.WM",10937.3
"03","CHN.XI",10104.5
"03","CHN.YU",10397.9
"03","CHN.ZH",7235.3
"03","CIV",6390.4
"03","CMR",10766.5
"03","COD",9378.9
"03","COG",8857.2
"03","COL",10181.9
"03","CPV",10083.9
"03","CRI",16005
"03","CUB",13556.1
"03","CYP",14992.2
"03","CZE",4450576.7
"03","DEU",3708649.4
"03","DJI",13919.8
"03","DNK",17773.4
"03","DOM",30806.2
"03","DZA",14575.3
"03","ECU",10669.3
"03","EGY",14566.9
"03","ERI",13968.8
"03","ESH",14257.9
"03","ESP",507011.2
"03","EST",6654.2
"03","ETH",17202.2
"03","FIN",4244.2
"03","FJI",10845.4
"03","FRA",6040470.7
"03","GAB",8594.4
"03","GBR",7760459.9
"03","GEO",10604
"03","GHA",9714.9
"03","GIN",15172.1
"03","GMB",12839
"03","GNB",12617.7
"03","GNQ",7861.4
"03","GRC",272130.7
"03","GTM",51518.9
"03","GUF",10494.7
"03","GUY",13491.8
"03","HND",74979.2
"03","HRV",6962.4
"03","HTI",13552.1
"03","HUN",5513.1
"03","IDN",14152.6
"03","IND",1263781.1
"03","IND.EA",10177.7
"03","IND.NE",9828.4
"03","IND.NO",10272.7
"03","IND.SO",10370.1
"03","IND.WE",10461.3
"03","IRL",5372.5
"03","IRN",28679
"03","IRQ",14422.1
"03","ISL",4908.9
"03","ISR",268972.2
"03","ITA",815202
"03","JAM",14353.4
"03","JOR",16228
"03","JPN",1486997.1
"03","JPN.CE",11684.2
"03","JPN.HO",9208.5
"03","JPN.KY",12161.2
"03","JPN.OK",11900
"03","JPN.SH",11886.2
"03","JPN.TO",11223.5
"03","KAZ",15669.8
"03","KEN",14073.1
"03","KGZ",13207.4
"03","KHM",14203.1
"03","KOR",159660.7
"03","KOS",9425.7
"03","KWT",12213.4
"03","LAO",10979.4
"03","LBN",11825.7
"03","LBR",9946.3
"03","LBY",13934.9
"03","LKA",24631.8
"03","LSO",13721.4
"03","LTU",8286.9
"03","LUX",6875.6
"03","LVA",5267.7
"03","MAR",77841
"03","MDA",8621.6
"03","MDG",14439.1
"03","MEX",52224.4
"03","MKD",9555.1
"03","MLI",15255.2
"03","MLT",10637.7
"03","MMR",14356.4
"03","MNE",10387.9
"03","MNG",14730.4
"03","MOZ",12531.3
"03","MRT",51515.4
"03","MUS",22789.4
"03","MWI",16893.6
"03","MYS",119447.8
"03","NAM",58103.5
"03","NER",14080.1
"03","NGA",12040.2
"03","NIC",14975.2
"03","NLD",5583.6
"03","NOR",6582.3
"03","NPL",12981.6
"03","NZL",9300
"03","OMN",13326.8
"03","PAK",40273.6
"03","PAN",5503.2
"03","PER",82741.6
"03","PHL",246417.3
"03","PNG",10043.3
"03","POL",57025.9
"03","PRK",12889
"03","PRT",1492701.1
"03","PRY",12442.5
"03","QAT",12096.2
"03","ROU",10786
"03","RUS",0
"03","RUS.CE",11550.2
"03","RUS.FE",8858
"03","RUS.MV",13182.3
"03","RUS.NW",7833
"03","RUS.SI",8735.9
"03","RUS.SO",11838.1
"03","RUS.UR",10764.7
"03","RWA",27162.1
"03","SAU",43033.3
"03","SDN",10877.8
"03","SEN",18442.4
"03","SGP",10273.8
"03","SLE",10944.8
"03","SLV",11770.3
"03","SOM",13968.2
"03","SRB",9712.4
"03","SUR",11657.6
"03","SVK",7044.9
"03","SVN",6841.7
"03","SWE",5707.6
"03","SWZ",12882.2
"03","SYR",13288.1
"03","TCD",12449.8
"03","TGO",9572.3
"03","THA",1734618.4
"03","TJK",12033.9
"03","TKM",11899.5
"03","TLS",10741.6
"03","TTO",6382.6
"03","TUN",13096.8
"03","TUR",24440.3
"03","TWN",8605.4
"03","TZA",14918.9
"03","UGA",13390.1
"03","UKR",9431.5
"03","URY",104284.7
"03","USA",32226635.7
"03","USA.AK",10564.1
"03","USA.AZ",15771.7
"03","USA.CA",14589.5
"03","USA.ER",12204.6
"03","USA.FR",14878.9
"03","USA.GU",10298.8
"03","USA.HA",15676.1
"03","USA.ME",14876.7
"03","USA.MW",14368.6
"03","USA.NE",12380.4
"03","USA.NW",14916.2
"03","USA.NY",11131.5
"03","USA.PR",11444.2
"03","USA.RA",16758.5
"03","USA.RE",12238.3
"03","USA.RM",14018.2
"03","USA.RW",12890.4
"03","USA.SA",11876.3
"03","USA.SC",11679.7
"03","USA.SE",12916.8
"03","USA.SN",13454.3
"03","USA.SS",14360.9
"03","USA.SV",12718
"03","USA.SW",12493.4
"03","UZB",11887.2
"03","VEN",11726.2
"03","VNM",10349.8
"03","YEM",17541.9
"03","ZAF",631780.9
"03","ZMB",12379.1
"03","ZWE",13765.5
"04","AFG",15449
"04","AGO",11974.4
"04","ALB",11488.5
"04","ARE",69750.2
"04","ARG",41500.3
"04","ARM",12760.5
"04","ATA",4329
"04","AUS",77610
"04","AUS.NT",7528.1
"04","AUS.QL",6529.9
"04","AUS.SA",6357.2
"04","AUS.SW",6166
"04","AUS.TA",4993.2
"04","AUS.VI",5657.6
"04","AUS.WA",6628.4
"04","AUT",8834.3
"04","AZE",12493.1
"04","BDI",10170
"04","BEL",8018
"04","BEN",9578.5
"04","BFA",14176.5
"04","BGD",12104.4
"04","BGR",13042.7
"04","BHR",12924.2
"04","BIH",11319.5
"04","BLR",6024.4
"04","BLZ",12373.7
"04","BOL",6374.7
"04","BRA",44654.8
"04","BRA.CN",9101.8
"04","BRA.CW",9029.8
"04","BRA.NE",12042.1
"04","BRA.NW",8470.1
"04","BRA.SE",10998.4
"04","BRA.SO",10632.5
"04","BRA.WE",8257.3
"04","BRN",9690.4
"04","BTN",11601.2
"04","BWA",12435
"04","CAF",10920.6
