"month","country","generation"
6,"CHN-HE",20.9
6,"CHN-HJ",37.3
6,"CHN-HN",69.3
6,"CHN-HU",75.8
6,"CHN-JI",62.9
6,"CHN-JS",72.8
6,"CHN-JX",23.6
6,"CHN-LI",75.1
6,"CHN-NI",17.8
6,"CHN-QI",40.4
6,"CHN-SC",8
6,"CHN-SD",67
6,"CHN-SI",51.5
6,"CHN-SX",54.1
6,"CHN-TI",67.1
6,"CHN-WM",16.8
6,"CHN-XI",73.9
6,"CHN-YU",61.8
6,"CHN-ZH",54.1
6,"CIV",171.6
6,"CMR",291.1
6,"COD",422.3
6,"COG",182.4
6,"COL",707.5
6,"CRI",1079.6
6,"CUB",2.3
6,"CZE",56.2
6,"DEU",1811.9
6,"DOM",77.5
6,"DZA",6.8
6,"ECU",490
6,"EGY",204.1
6,"ESP",2701.2
6,"ETH",444
6,"FIN",5433.1
6,"FJI",98.3
6,"FRA",15786.4
6,"GAB",166.3
6,"GBR",1399
6,"GEO",693
6,"GHA",128.6
6,"GIN",111.9
6,"GNQ",12.4
6,"GRC",283.7
6,"GTM",1298.3
6,"GUF",61.2
6,"HND",468.3
6,"HRV",649.9
6,"HUN",19.1
6,"IDN",1396.5
6,"IND",8797.9
6,"IND-EA",49.6
6,"IND-NE",21.7
6,"IND-NO",49.5
6,"IND-SO",12.5
6,"IND-WE",21.4
6,"IRL",85.1
6,"IRN",272.9
6,"IRQ",108.6
6,"ISL",1048.4
6,"ITA",2214.8
6,"JAM",162.7
6,"JOR",38.3
6,"JPN",1728.7
6,"KAZ",192.9
6,"KEN",428.4
6,"KGZ",288.2
6,"KHM",169.9
6,"KOR",273.9
6,"KOS",30.2
6,"LAO",821.9
6,"LBN",10.9
6,"LBR",3.4
6,"LKA",973.3
6,"LSO",60.3
6,"LTU",4.3
6,"LUX",0
6,"LVA",58.3
6,"MAR",200.6
6,"MDA",133.9
6,"MDG",404
6,"MEX",1740
6,"MKD",494.6
6,"MLI",76.2
6,"MMR",904.4
6,"MNE",61
6,"MOZ",220.5
6,"MRT",42.9
6,"MUS",68
6,"MWI",120.9
6,"MYS",476.6
6,"NAM",157.2
6,"NGA",87.2
6,"NIC",67.3
6,"NLD",37.1
6,"NOR",15197.9
6,"NPL",869.1
6,"NZL",1427.4
6,"PAK",697.7
6,"PAN",343
6,"PER",1042.8
6,"PHL",527.5
6,"PNG",207
6,"POL",11.4
6,"PRK",394.9
6,"PRT",2476.6
6,"PRY",283.5
6,"ROU",346.1
6,"RUS",3795.9
6,"RUS-CE",14.8
6,"RUS-FE",43.2
6,"RUS-MV",33.7
6,"RUS-NW",14.7
6,"RUS-SI",59.5
6,"RUS-SO",40.3
6,"RUS-UR",40.3
6,"RWA",219.4
6,"SDN",327.7
6,"SEN",31.3
6,"SLE",42.8
6,"SLV",94.5
6,"SRB",243.6
6,"SVK",328.2
6,"SVN",234
6,"SWE",8378.2
6,"SWZ",113.3
6,"SYR",10.6
6,"TGO",7.9
6,"THA",120.4
6,"TJK",478.6
6,"TUN",132.6
6,"TUR",719.2
6,"TWN",232.1
6,"TZA",352.7
6,"UGA",422.2
6,"UKR",80.8
6,"URY",193.2
6,"USA",47236
6,"UZB",508.8
6,"VEN",590.7
6,"VNM",6848.7
6,"ZAF",70.3
6,"ZMB",343.5
6,"ZWE",160
7,"AFG",213.1
7,"AGO",380.4
7,"ALB",301.9
7,"ARG",2496.9
7,"ARM",117
7,"AUS",1159.9
7,"AUT",4053.8
7,"AZE",146.4
7,"BDI",220.7
7,"BEL",13.2
7,"BFA",70.2
7,"BGD",47.7
7,"BGR",154.7
7,"BIH",453.8
7,"BLR",27.8
7,"BOL",957
7,"BRA",32561.9
7,"BTN",338.7
7,"CAF",60
7,"CAN",26863.5
7,"CHE",6037.7
7,"CHL",4270.4
7,"CHN",41760.7
7,"CHN-AN",72.8
7,"CHN-BE",32.8
7,"CHN-CH",58.1
7,"CHN-FU",48.6
7,"CHN-GA",5.5
7,"CHN-GD",25
7,"CHN-GU",72.8
7,"CHN-GX",57.6
7,"CHN-HA",23
7,"CHN-HB",46.4
7,"CHN-HE",20.9
7,"CHN-HJ",58.1
7,"CHN-HN",66.3
7,"CHN-HU",75.8
7,"CHN-JI",38
7,"CHN-JS",72.8
7,"CHN-JX",21.2
7,"CHN-LI",75.8
7,"CHN-NI",17.5
7,"CHN-QI",23.3
7,"CHN-SC",5.6
7,"CHN-SD",40.4
7,"CHN-SI",55.6
7,"CHN-SX",54.1
7,"CHN-TI",58.4
